eth_date,day_id,sinksar_saints_count,tselot_books_count,matched,missing_count,match_rate_percent,missing_saints_list
4-25,115,11,9,3,8,27,ቅዱሳን ፭ቱ መቃብያን (annual) | ቅዱስ ዳንኤል መነኮስ (annual) | ቅዱስ ኒቆላዎስ መኮንን (annual) | ቅድስት ቴክላ ሐዋርያዊት (monthly) | ቅዱስ አበከረዙን ሰማዕት (monthly) | ቅዱስ ዱማድዮስ ሶርያዊ (monthly) | ቅዱስ አባ አቡፋና ጻድቅ (monthly) | ታላቁ አባ ቢጻርዮን ገዳማዊ (monthly)
4-26,116,8,2,1,7,12,ቅድስት አንስጣስያ ሰማዕት (annual) | ቅዱስ አቦሊ ጻድቅ (annual) | ቅድሰት ዮልያና ሰማዕት (annual) | ቅዱስ ቶማስ ሐዋርያ (monthly) | አቡነ ሐብተ ማርያም ጻድቅ (monthly) | ቅዱሳን ሰማዕታተ ናግራን (monthly) | ቅዱስ አቡነ ሰላማ ከሣቴ ብርሃን (monthly)
4-27,117,11,17,4,7,36,ቅዱስ አብሳዲ ሰማዕት (annual) | አባ አላኒቆስ ሰማዕት (annual) | አባ ፊልዾስ (annual) | ቅዱስ መቃርስ (የመነኮሳት ሁሉ አለቃ) (monthly) | ቅዱስ ያዕቆብ ዘግሙድ (monthly) | ቅዱስ ገላውዴዎስ ሰማዕት (ንጉሠ ኢትዮዽያ) (monthly) | ቅዱስ ቢፋሞን ጻድቅና ሰማዕት (monthly)
4-28,118,9,3,1,8,11,"በዓለ ጌና ስቡሕ (annual) | ዕለተ ማርያም ድንግል (annual) | ""፻፸፬"" ሰማዕታት (የቅዱስ ዻውሎስ ማሕበር) (annual) | ቅዱሳን (አብርሃም ይስሐቅና ያዕቆብ) (monthly) | ቅዱስ እንድራኒቆስና ሚስቱ ቅድስት አትናስያ (monthly) | ቅድስት ዓመተ ክ ክርስቶስ (monthly) | ቅዱስ ቴዎድሮስ ሮማዊ (monthly) | ቅዱስ አባዲርና ቅድስት ኢራኢ (monthly)"
4-29,119,15,16,5,10,33,ታኦዶኮስ ( ድንግል ማርያም ) (annual) | ቅዱስ ኢያሱ ነቢይ (ልደቱ) (annual) | ጻድቅ አቃርዮስ (ንጉሠ ሮሃ) (annual) | ቅዱስ ቆሪል ገመላዊ (annual) | ሰብአ ሰገል (annual) | ዮሴፍና ሰሎሜ (annual) | ቅዱሳን ሰማዕታተ አክሚም (annual) | ቅዱስ ዼጥሮስ ተፍጻሜተ ሰማዕት (monthly) | ቅዱስ ማርቆስ ዘቶርማቅ (monthly) | ቅድስት አርሴማ ድንግል (monthly)
4-30,120,9,5,4,5,44,"አባ ዘካርያስ ገዳማዊ (annual) | ""፲፬፼ሺ"" ሕጻናት (ሔሮድስ የገደላቸው) (annual) | ቅዱስ ጐርጐርዮስ ነባቤ መለኮት (monthly) | ቅድስት ሶፍያ ሰማዕት (monthly) | አባ ሣሉሲ ክቡር ጻድቅ (monthly)"
5-1,121,10,17,4,6,40,ቅዱሳን ሰማዕታተ አክሚም (annual) | ቅዱሳን ዲዮስቆሮስ ወሰከላብዮስ (annual) | ቅዱስ ለውንድዮስ ሰማዕት (annual) | አባ መቃርስ ሊቀ ዻዻሳት (annual) | ቅዱስ በርተሎሜዎስ ሐዋርያ (monthly) | ቅዱስ ሚልኪ ትሩፈ ምግባር (monthly)
5-2,122,11,4,2,9,18,ቅዱስ አቤል ጻድቅ (annual) | ቅዱስ ቴዎናስ ሊቀ ዻዻሳት (annual) | ቅዱስ አላኒቆስ ሰማዕት (annual) | ቅድስት ሳቤላ ነቢዪት (annual) | ቅዳሴ ቤቷ ለድንግል (በደብረ አባ ሲኖዳ) (annual) | ቅዱስ ኢዮብ ጻድቅ ተአጋሲ (monthly) | ቅዱስ አባ ዻውሊ ገዳማዊ (ታላቁ) (monthly) | ሊቁ አባ ሕርያቆስ (monthly) | ቅዱስ ሳዊሮስ ዘአንጾኪያ (monthly)
5-3,123,10,11,5,5,50,"""፲፬፬ ሺ"" ቅዱሳን ሕጻናት (annual) | አባ አሞን መስተጋድል (annual) | በዓታ ለእግዝእትነ ማርያም ድንግል (monthly) | ቅዱሳን ካህናት (ዘካርያስና ስምዖን) (monthly) | ቅዱስ ቄርሎስ ዓምደ ሃይማኖት (monthly)"
5-4,124,8,9,4,4,50,አባ ናርዶስ ጻድቅ (ዘደብረ ቢዘን) (annual) | ቅዱስ ጊዮርጊስ (annual) | ቅዱስ ማርቴና (annual) | ቅድስት ሶፍያ ሰማዕት (monthly)
5-5,125,10,7,1,9,10,ቅዱስ አባ ማቴዎስ (annual) | ቅዱስ አውስግንዮስ አረጋዊ (ሰማዕት) (annual) | ቅድስት እስክንድርያ (annual) | ቅድስት አውስያ ሰማዕት (annual) | ቅዱስ ዼጥሮስ ሊቀ ሐዋርያት (monthly) | ቅዱስ ዻውሎስ ብርሃነ ዓለም (monthly) | ቅዱስ ዮሐኒ ኢትዮዽያዊ (monthly) | ቅዱስ አሞኒ ዘናሒሶ (monthly) | ቅድስት አውጋንያ (ሰማዕትና ጻድቅ) (monthly)
5-6,126,13,11,4,9,31,በዓለ ግዝረቱ ለክርስቶስ (annual) | ቅዱስ ኖኅ ጻድቅ (annual) | አባ ሙሴ ገዳማዊ (annual) | አባ ወርክያኖስ (annual) | ቅድስት ደብረ ቁስቁዋም (monthly) | ቅዱስ ዮሴፍ አረጋዊ (monthly) | ቅድስት ሰሎሜ (monthly) | አባ አርከ ሥሉስ (monthly) | አባ ጽጌ ድንግል (monthly)
5-7,127,10,8,3,7,30,ቅዱስ ሶል ዼጥሮስ (annual) | ቅዱስ ኤፍሬም (annual) | ቅዱስ ሰሎሞን (annual) | አባ ሲኖዳ (የባሕታውያን አለቃ) (monthly) | አባ ዳንኤል ዘገዳመ ሲሐት (monthly) | አባ ባውላ ገዳማዊ (monthly) | ቅዱስ አትናቴዎስ ሐዋርያዊ (monthly)
5-8,128,10,5,1,9,10,ታላቁ ቅዱስ መቃርስ (annual) | ቅዱስ ሚክያስ ነቢይ (annual) | አባ እንድራኒቆስ ሊቀ ዻዻሳት (annual) | አባ ብንያሚን ሊቀ ዻዻሳት (annual) | ቅዱስ ሙሴ ሊቀ ነቢያት (monthly) | ኪሩቤል (አርባዕቱ እንስሳ) (monthly) | አባ ብሶይ (ቢሾይ) (monthly) | አባ ሳሙኤል ዘደብረ ቀልሞን (monthly) | ቅዱስ ማትያስ ሐዋርያ (ከ፲፪ቱ ሐዋርያት) (monthly)
5-9,129,10,8,3,7,30,አባ አብርሃም ገዳማዊ (annual) | አባ ገዐርጊ ጻድቅ (annual) | ቅዱስ ዲዮስቅርስ ዘሮሜ (annual) | አባ ኪናፎርያ (annual) | ቅዱሳን ፫፲፰ቱ ሊቃውንት (monthly) | አባ በርሱማ ሶርያዊ (ለሶርያ መነኮሳት ኁሉ አባት) (monthly) | የብሔረ ብፁዐን ጻድቃን (monthly)
5-10,130,11,6,3,8,27,ጾመ ገሃድ (annual) | አባ ታውብንስጦስ ዘሲሐት (annual) | ቅዱስ ኪናርያ (annual) | ቅድስት ጠምያኒ (annual) | ቅዱስ ናትናኤል ሐዋርያ (monthly) | ቅዱስ ኒቆላዎስ ዘሃገረ ሜራ (monthly) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ እልፍዮስ) (monthly) | ቅድስት ዕሌኒ ንግስት (monthly)
5-11,131,10,12,5,5,50,በዓለ ኤዺፋንያ (annual) | አባ ወቅሪስ ገዳማዊ (annual) | ቅዱስ እንጣልዮስ ሰማዕት (annual) | ማር ገላውዴዎስ ሰማዕት (monthly) | ቅድስት ሐና ቡርክት (monthly)
5-12,132,5,18,1,4,20,"ቃና ዘገሊላ (annual) | ቅዱስ ያዕቆብ እሥራኤል (annual) | ቅዱሳን ለውንድዮስ እና ኒቆሮስ (annual) | ፭ ሚሊየን"" ሰማዕታት (የቅዱስ ቴዎድሮስ ማሕበር) (annual)"
5-13,133,6,15,4,2,67,ቅዱስ አባ ነካሮ (annual) | ቅዱሳን ቃሮስና ሰሚኖስ (annual)
5-14,134,12,3,1,11,8,"ቅዱስ አባ መክሲሞስ (annual) | ቅዱስ አባ አርከሌድስ (annual) | ቅድስት እምራይስ (annual) | ቅድስት ምሕራኤል (annual) | ""፵፻፴፬""ሰማዕታት (ማሕበራነ ቅዱስ ቂርቆስ) (annual) | አባ ስምዖን (monthly) | አባ ዮሐንስ (monthly) | ቅዱስ ገብረ ክርስቶስ (ሙሽራው) (monthly) | ቅዱስ ሙሴ (monthly) | ቅዱስ ፊልዾስ (ከ፯፪ አርድዕት) (monthly) | ቅድስት ነሣሒት (monthly)"
5-15,135,9,6,2,7,22,ቅዱስ አብድዩ ነቢይ (annual) | ቅዱስ ጎርጎርዮስ ዘኑሲስ (annual) | ቅድስት ሶፍያ (annual) | ቅድስት አድምራ (annual) | ቅዱስ ኤፍሬም ሶርያዊ (monthly) | ቅድስት ክርስጢና (monthly) | ቅድስት እንባ መሪና (monthly)
5-16,136,14,3,2,12,14,"ቅዱስ ፊላታዎስ ሰማዕት (annual) | አባ ዸላድዮስ ገዳማዊ (annual) | ማር ዳንኤል ሶርያዊ (annual) | 11,00፬ ሰማዕታት (የቅ/ቂርቆስ ማሕበር) (annual) | 11,50፫ (የቅ/ፊላታዎስ ማሕበር) (annual) | አባ ጽሕማ (ከተስዓቱ ቅዱሳን አንዱ) (annual) | በዓለ ኪዳና ለድንግል (monthly) | ቅዱስ አኖሬዎስ ንጉሥ (monthly) | ቅዱስ ገብረ ማርያም (ንጉሠ ኢትዮዽያ) (monthly) | ቅድስት ኤልሳቤጥ (monthly) | አባ ዳንኤል (monthly) | አባ አቡናፍር ገዳማዊ (monthly)"
5-17,137,7,8,2,5,29,"ቅዱሳን እና ክቡራን የሚሆኑ አባቶቻችን ""መክሲሞስ እና ዱማቴዎስ"" (annual) | ቅዱስ ኤዺፋንዮስ ዘቆዽሮስ (monthly) | አባ ዸላሞን ፈላሲ (monthly) | አባ ለትፁን የዋሕ (monthly) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ ዘብዴዎስ) (monthly)"
5-18,138,8,12,2,6,25,ቅዱሳት ደናግል ማርያ እና ማርታ (ከ፫፮ቱ ቅዱሳት አንስት) (annual) | ቅዱስ ያዕቆብ ዘንፅቢን (ከ፫፲፰ቱ) (annual) | ቅዱስ ባኮስ ኢትዮዽያዊ (አቤላክ / አቤሜሌክ) (annual) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | አባ አኖሬዎስ (monthly) | ማር ያዕቆብ ግብፃዊ (monthly)
5-19,139,10,9,4,6,40,አባ ባሱራ (annual) | ቅድስት ኔራ (annual) | ቅድስት በርስጢና (annual) | አባ ዝሑራ (annual) | ቅዱስ ኤስድሮስ ሰማዕት (monthly) | አቡነ ስነ ኢየሱስ (monthly)
5-20,140,12,8,4,8,33,ቅዱስ አክሎግ ቀሲስ (ሰማዕትና ጻድቅ) (annual) | አባ አብድዩ ጻድቅ (annual) | ቅዱስ ብሕኑ ሰማዕት (annual) | ቅዱስ አብሮኮሮስ ሐዋርያ (የወንጌላዊው ቅዱስ ዮሐንስ ደቀ መዝሙር) (annual) | አባ ኖሕ (annual) | ቅዱስ አሞንዮስ (monthly) | ቅዱስ ካሌብ ንጉሠ ኢትዮዽያ (monthly) | ቅድስት ሳድዥ የዋሂት (monthly)
5-21,141,12,21,1,11,8,ቅዱስ ጎርጎርዮስ ዘኑሲስ (ታላቅ ሊቅና ጻድቅ) (annual) | ቅድስት ኢላርያ እናታችን (የዘይኑን ንጉሥ ልጅ) (annual) | ቅዱስ ኤርምያስ ነቢይ (annual) | ቅዱስ ዮሐንስ መጥምቅ (annual) | ቅዱስ ኒቆላዎስ ሰማዕት (annual) | አባ ፊቅጦር (annual) | አባ ምዕመነ ድንግል (monthly) | አባ አምደ ሥላሴ (monthly) | አባ አሮን ሶርያዊ (monthly) | አባ መርትያኖስ (monthly) | አበው ጎርጎርዮሳት (monthly)
5-22,142,6,5,1,5,17,ቅዱስ አባ እንጦንስ (የመነኮሳት አባት - የበርሐው ኮከብ / ልደቱና ዕረፍቱ) (annual) | ቅዱስ ሚናስ ኤዺስ ቆዾስ (annual) | ቅዱስ ሉቃስ ወንጌላዊ (monthly) | ቅዱስ ደቅስዮስ ኤዺስ ቆዾስ (monthly) | አባ ዻውሊ የዋህ (monthly)
5-23,143,11,13,2,9,18,ቅዱስ ጢሞቴዎስ (ሐዋርያና ሰማዕት-የቅ/ዻውሎስ ደቀ መዝሙር) (annual) | ቅዱስ ጌርሎስ ሰማዕት (annual) | ቅዱስ አትናቴዎስ ሰማዕት (annual) | ጻድቅ ንጉሥ ቴዎዶስዮስ (ዘቁስጥንጥንያ) (annual) | ቅዱስ ሰሎሞን ንጉሠ እሥራኤል (monthly) | አባ ጢሞቴዎስ ገዳማዊ (monthly) | አባ ሳሙኤል (monthly) | አባ ስምዖን (monthly) | አባ ገብርኤል (monthly)
5-24,144,11,12,4,7,36,ታላቁ አባ ቢፋ (annual) | አባ አብሳዲ ቀሲስ (annual) | ቅዱሳን ጻድቃነ ሐውዚን (annual) | አቡነ ዘዮሐንስ (ዘክብራን ገብርኤል -ጣና) (monthly) | ቅዱስ ቶማስ ዘመርዓስ (monthly) | ቅዱስ ሙሴ ጸሊም (monthly) | ቅዱስ አጋቢጦስ (monthly)
5-25,145,10,8,2,8,20,ቅዱሳን ባስልዮስና ጎርጎርዮስ (annual) | ብፁዕ አባ ዼጥሮስ ጽሙድ (ለምጽዋት ራሱን የሸጠ አባት) (annual) | ቅዱስ ሰብስትያኖስ ሰማዕት (annual) | ቅዱስ አስኪላ ሰማዕት (annual) | ቅዱስ አበከረዙን ሰማዕት (monthly) | ቅዱስ ዱማድዮስ ሶርያዊ (monthly) | ቅድስት ቴክላ ሐዋርያዊት (monthly) | አባ አቡፋና (monthly)
5-26,146,8,3,1,7,12,"""፵፱"" አረጋውያን ሰማዕታት (ግብፅ ገዳመ አስቄጥስ ውስጥ) (annual) | ቅድስት አንስጣስያ (annual) | ቅዱስ ዮሴፍ (መፍቀሬ ነዳያን) (annual) | አባ ጽሕማ (ከተስዓቱ ቅዱሳን) (annual) | ቅዱስ ቶማስ ሐዋርያ (monthly) | አቡነ ሐብተ ማርያም ኢትዮዽያዊ (monthly) | አቡነ ሰላማ ከሣቴ ብርሃን (monthly)"
5-27,147,11,15,3,8,27,ቅዱስ ኄኖክ ነቢይ (ወደ ብሔረ ሕያዋን ያረገበት) (annual) | ቅዱስ ጢሞቴዎስ ሐዋርያ (ፍልሠቱ) (annual) | ቅዱስ አባ ቢፋሞን ሰማዕት (annual) | ቅዱስ ሰራብዮን ሰማዕት (annual) | አቡነ መባዐ ፅዮን (monthly) | አባ መቃርስ ርዕሰ መነኮሳት (monthly) | ቅዱስ ገላውዴዎስ ሰማዕት (ንጉሠ ኢትዮዽያ) (monthly) | ቅዱስ ያዕቆብ ዘግሙድ (monthly)
5-28,148,9,3,1,8,11,"ቅዱስ ቀሌምንጦስ ሰማዕት (ስለ ሃይማኖት ፯ ጊዜ ሙቶ የተነሳ, ፯ አክሊል የወረደለት) (annual) | ቅዱስ አካውህ መነኮስ (annual) | ""፰00"" ሰማዕታት (annual) | ቅዱስ ዮሴፍ አይሁዳዊ (የእመቤታችን ወዳጅ) (annual) | ቅድስት ሳቤላ (annual) | ቅዱስ ቴዎድሮስ ሮማዊ (monthly) | ቅዱስ እንድራኒቆስና አትናስያ (monthly) | ቅድስት ዓመተ ክርስቶስ (monthly)"
5-29,149,6,11,2,4,33,ጻድቃን ቅዱሳን ማሕበረ ዶጌ (ዴጌ ጻድቃን) (annual) | ቅድስት አርሴማ ሰማዕት (monthly) | ቅዱስ ዼጥሮስ ተፍፃሜተ ሰማዕት (monthly) | ቅዱስ ማርቆስ ዘቶርማቅ (monthly)
5-30,150,11,5,2,9,18,"ቅድስት ሶፍያና ፫ቱ ሰማዕታት ልጆቿ (ጲስጢስ አላዺስና አጋዺስ) (annual) | ቅድስት ኦርኒ ሰማዕት (በ፭ ነገሥታት እጅ የተሰቃየች የሐዋርያው ጢሞቴዎስ ተከታይና ወደ ብሔረ ሕያዋን የተነጠቀች እናት) (annual) | ቅዱስ ጐርጐርዮስ ነባቤ መለኮት (annual) | አባ አክርስጥሮስ (annual) | አምስቱ ደናግል ሰማዕታት (ጤቅላ ማርያ ማርታ አበያ ዓመታ) (annual) | ጻድቃነ ዴጌ (የተሠወሩበት) (annual) | አባ ሚናስ ሊቀ ዻዻሳት (annual) | ""130,000"" ሰማዕታት (የቅ/ኦርኒ ማሕበር) (annual) | አባ ሣሉሲ ክቡር (monthly)"
6-1,151,7,13,3,4,43,ቅዱስ ዼጥሮስ ተፍጻሜተ ሰማዕት (ቅዳሴ ቤቱ) (annual) | ታላቁ ቴዎዶስዮስ ጻድቅ (ንጉሠ ቍስጥንጥንያ) (annual) | ቅዱስ በርተሎሜዎስ ሐዋርያ (monthly) | ቅዱስ ሚልኪ ቁልዝማዊ (monthly)
6-2,152,9,4,2,7,22,ቅዱስ አባ ዻውሊ ገዳማዊ (የባሕታውያን ኁሉ አባት) (annual) | ቅዱስ አባ ለንጊኖስ ሊቀ ምኔት (ደብረ ዝጋግ - ግብፅ) (annual) | ቅዱስ ቶማስ ሐዋርያ (annual) | ቅዱስ ሳዊሮስ ዘአንጾኪያ (የሃይማኖት ጠበቃ) (monthly) | ቅዱስ ኢዮብ ጻድቅ (monthly) | ቅዱስ አቤል ጻድቅ (monthly) | አባ ሕርያቆስ ዘሐገረ ብሕንሳ (monthly)
6-3,153,8,11,2,6,25,ቅዱስ ኤፍሬም ሶርያዊ (አፈ በረከት በዓለ ፍልሰቱ) (annual) | ቅዱስ አባ ዕብሎይ ገዳማዊ (annual) | አባ ያዕቆብ መስተጋድል (annual) | በዓታ ማርያም (monthly) | ቅዱሳን ዘካርያስ ወስምኦን (monthly) | አባ መድኀኒነ እግዚኦ (monthly)
6-4,154,5,9,1,4,20,ሐዋርያው አጋቦስ (annual) | አባ ዘካርያስ (annual) | አባ መቃርዮስ (monthly) | አባ አብርሐ (monthly)
6-5,155,11,8,2,9,18,"ቅዱስ አባ ዕብሎይ ገዳማዊ (annual) | ቅዱስ አባ ብሶይ ጻድቅ (annual) | አባ አክርጵዮስ (annual) | ""49"" አረጋውያን ሰማዕታት (ፍልሠታቸው) (annual) | ቅዱስ አሞኒና ሚስቱ ቅድስት ሙስያ (የታላቁ ዕብሎይ ወላጆች) (annual) | አባ ኖብ ጻድቅ, መነሳንሱ ዘወርቅ (annual) | ቅዱስ ዻውሎስ ሐዋርያ (monthly) | ቅዱስ ዮሐኒ ኢትዮዽያዊ (monthly) | ቅዱስ አሞኒ ዘናሒሶ (monthly)"
6-6,156,14,12,5,9,36,ቅዱሳን አቡቂርና ዮሐንስ (ሰማዕታት) (annual) | ቅድስት አትናስያና ፫ቱ ሰማዕታት ልጆቿ (ቴዎድራ ቴዎፍናና ቴዎዶክስያ) (annual) | ቅድስት ደብረ ቁስቁዋም (monthly) | አባታችን ኖኅና እናታችን ሐይከል (monthly) | ቅዱስ ባስልዮስ ዘቂሣርያ (monthly) | ቅዱስ ዮሴፍ አረጋዊ (monthly) | ቅድስት ሰሎሜ (monthly) | አባ አርከ ሥሉስ (monthly) | አባ ጽጌ ድንግል (monthly)
6-7,157,11,7,3,8,27,አባ አብዱልማስ ገዳማዊ (annual) | አባ ቴዎድሮስ ሊቀ ዻዻሳት (annual) | አባ እለእስክንድሮስ ሊቀ ዻዻሳት (annual) | ቅዱስ አባዲር (annual) | አባ ሲኖዳ (የባሕታውያን አለቃ) (monthly) | አባ ዳንኤል ዘገዳመ ሲሐት (monthly) | አባ ባውላ ገዳማዊ (monthly) | ቅዱስ አትናቴዎስ ሐዋርያዊ (monthly)
6-8,158,10,3,1,9,10,ቅዱስ ስምዖን አረጋዊ (annual) | ቅድስት ሐና ነቢይት (የፋኑኤል ልጅ) (annual) | ቅድስት ዓመተ ክርስቶስ እግዝእት (annual) | አባ ኤልያስ ገዳማዊ (በትህትና ያጌጠ ቅዱስ ሰው) (annual) | ቅዱስ ሙሴ ሊቀ ነቢያት (monthly) | ቅዱስ ማትያስ ሐዋርያ (monthly) | ኪሩቤል (አርባዕቱ እንስሳ) (monthly) | አባ ብሶይ (ቢሾይ) (monthly) | አባ ሳሙኤል ዘደብረ ቀልሞን (monthly)
6-9,159,8,9,4,4,50,"አባ በርሱማ ሶርያዊ (ለሶርያ መነኰሳት ሁሉ አባት) (annual) | ቅዱስ ጳውሎስ ሶርያዊ (ሰማዕት) (annual) | ""፫፻፲፰ቱ"" ቅዱሳን ሊቃውንት (ርቱዐነ ሃይማኖት ዘኒቅያ) (monthly) | የብሔረ ብፁዐን ጻድቃን (monthly)"
6-10,160,6,8,1,5,17,ቅዱስ ያዕቆብ ሐዋርያ (ወልደ እልፍዮስ) (annual) | አባ ኤስድሮስ ጻድቅ (ዘሃገረ ፈርማ) (annual) | አባ ፌሎ ሰማዕት (annual) | ቅዱስ ስምዖን (annual) | ቅዱስ ኒቆላዎስ (annual)
6-11,161,12,10,5,7,42,አባ አውሎግ አንበሳዊ (annual) | አባ አውሎጊን ጻድቅ (የአባ አውሎግ መምሕር) (annual) | አባ በትራ (የጻድቁ አባ ስልዋኖስ ደቀ መዝሙር) (annual) | አባ አብርሃም ኤዺስ ቆዾስ (annual) | አባ መቃቢስ (annual) | አባ ኮንቲ (annual) | ቅዱስ ገላውዴዎስ ሰማዕት (monthly)
6-12,162,12,19,4,8,33,"""30,000 ሰማዕታተ ኢትዮዽያ (ሮማዊው ፋሽስት የገደላቸው) (annual) | ቅዱስ ሶምሶን ረዓይታዊ (የእስራኤል መስፍን) (annual) | ቅዱስ አባ ገላስዮስ ገዳማዊ (annual) | ቅድስት ዶርቃስ (annual) | ቅዱስ ማቴዎስ ሐዋርያ (monthly) | ቅዱስ ድሜጥሮስ (monthly) | ቅዱስ ዮሐንስ አፈ ወርቅ (monthly) | ቅድስት ክርስቶስ ሠምራ (monthly)"
6-13,163,15,18,4,11,27,"ቅዱስ አውሳብዮስ ጻድቅ (ጥዑመ ዜና) (annual) | ቅዱስ ሰርግዮስ ሰማዕት (annual) | ቅዱስ መፁን ቀሲስ (annual) | ቅዱስ ቴዎድሮስ ሰማዕት (የቅ/ፋሲለደስ ልጅ) (annual) | አባ ጢሞቴዎስ ሊቀ ዻዻሳት (annual) | አባ ክፍላ (annual) | አባ ኅብስ (annual) | ""99ኙ"" ነገደ መላዕክት (monthly) | ቅዱስ አስከናፍር (monthly) | ""፲፫ቱ"" ግኁሳን አባቶች (monthly) | ቅዱስ አርሳንዮስ ጠቢብ ገዳማዊ (monthly)"
6-14,164,12,2,1,11,8,ቅዱስ ሳዊሮስ ዘአንጾኪያ (annual) | ቅዱስ ቄርሎስ ሊቀ ዻዻሳት (annual) | አባ ያዕቆብ ሊቀ ዻዻሳት (annual) | ቅዱስ ዳርዮስ (annual) | ቅድስት ሊድና (annual) | ቅዱስ ገብረ ክርስቶስ መርዓዊ (monthly) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | ቅዱስ ሙሴ ( የእግዚአብሔር ሰው) (monthly) | አባ ስምዖን ገዳማዊ (monthly) | አባ ዮሐንስ ጻድቅ (monthly) | እናታችን ቅድስት ነሣሒት (monthly)
6-15,165,8,6,2,6,25,ቅዱስ ዘካርያስ ነቢይ (ከ፲፪ቱ ደቂቀ ነቢያት አንዱ) (annual) | ቅዱስ አባ በፍኑትዮስ ገዳማዊ (ከጻድቅነቱ ባሻገር በግብፅ በርሃ የሚኖሩ የብዙ ቅዱሳንን ዜና ሕይወት የጻፈ አባት ነው) (annual) | ቅዱሳን አርብዐ ሐራ ሰማይ (፬0 የሰማይ ጭፍሮች) (annual) | ቅዱስ ኤፍሬም ሶርያዊ (አፈ በረከት) (monthly) | ቅድስት እንባ መሪና (monthly) | ቅድስት ክርስጢና (monthly)
6-16,166,7,3,3,4,43,ቅድስት ኤልሳቤጥ (የመጥምቁ ዮሐንስ እናት / የእመቤታችን አክስት / የሶፍያ ልጅ) (annual) | ቅዱስ አኖሬዎስ ንጉሥ ጻድቅ (monthly) | አባ አቡናፍር ገዳማዊ (monthly) | አባ ዳንኤል ጻድቅ (monthly)
6-17,167,9,8,2,7,22,ቅዱስ ሙሴ ሊቀ ነቢያት (በ፩፳ ዓመቱ ደብረ ናባው ላይ ተቀብሯል) (annual) | ቅዱስ ሚናስ ግብጻዊ (ኁለተኛው) (annual) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ ዘብዴዎስ) (monthly) | ቅዱስ ኤጲፋንዮስ ዘቆዽሮስ (monthly) | ቅዱሳን አበው መክሲሞስና ዱማቴዎስ (monthly) | አባ ጰላሞን ፈላሢ (monthly) | አባ ለትጹን የዋህ (monthly)
6-18,168,6,1,1,5,17,ቅዱስ ያዕቆብ ሐዋርያ (የቅዱስ ዮሴፍ ልጅ ከ፯፪ቱ አርድእት አንዱ) (annual) | ቅዱስ አባ መላልዮስ ጻድቅ ሊቀ ዻዻሳት (annual) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | አቡነ አኖሬዎስ ዘደብረ ጽጋጋ (monthly) | ማር ያዕቆብ ግብፃዊ (monthly)
6-19,169,6,10,3,3,50,ታላቁ አባ መርትያኖስ (በዝሙት ላለመሰናከል እግራቸውን በእሳት ያቃጠሉ አባት) (annual) | ቅዱስ ኤስድሮስ ሰማዕት (monthly) | አቡነ ስነ ኢየሱስ (monthly)
6-20,170,11,4,1,10,9,አቡነ ክፍለ- ማርያም ዘዲባጋ (የተሰወረበት) (annual) | አቡነ ገብረ-መርዐዊ ዘአግዶ (ኢትዮዽያዊ) (annual) | ቅዱስ ፊልሞን መዐንዝር (ከአዝማሪነት በክርስቶስ አምኖ ለሰማዕትነት የበቃ ቅዱስ ሰው) (annual) | ቅዱስ አስቃሎን አናጉንስጢስ (ሰማዕት) (annual) | ቅዱስ ዼጥሮስ ሊቀ ዻዻሳት (የታላቁ ሐዋርያዊ አትናቴዎስ ደቀ መዝሙር) (annual) | ቅዱስ ዮሐንስ ሐፂር (monthly) | ቅዱስ አክሎግ ቀሲስ (monthly) | ቅዱስ አፄ ካሌብ ጻድቅ (monthly) | አባ አሞንዮስ ዘሃገረ ቶና (monthly) | ቅድስት ሳድዥ የዋሒት (monthly)
6-21,171,12,21,1,11,8,ቅዱስ አናሲሞስ ሐዋርያ (annual) | ፩፥፲፩) (annual) | አባ ዘካርያስ ዘሃገረ ስሃ (annual) | አባ አካክዮስ ጻድቅ (annual) | አባ ገብርኤል ሊቀ ዻዻሳት (annual) | አባ ገብርኤል (የኢትዮዽያ ጳጳስ የነበሩ) (annual) | አበው ጎርጎርዮሳት (monthly) | አቡነ ምዕመነ ድንግል (monthly) | አቡነ አምደ ሥላሴ (monthly) | አባ አሮን ሶርያዊ (monthly) | አባ መርትያኖስ ጻድቅ (monthly)
6-22,172,8,4,1,7,12,ቅዱሳን ሰማዕታተ ፋርስ (ፍልሠታቸውና ቅዳሴ ቤታቸው) (annual) | ቅዱስ አባ ማሩና ጻድቅ ኤዺስ ቆዾስ (የፋርስ ሰማዕታትን አጽም የሠበሠበ) (annual) | ቅዱስ አባ ቡላ (annual) | ቅዱስ ሉቃስ ወንጌላዊ (monthly) | ቅዱስ ደቅስዮስ (የእመቤታችን ወዳጅ) (monthly) | አባ እንጦንዮስ (አበ መነኮሳት) (monthly) | አባ ዻውሊ የዋህ (monthly)
